user_id,name,email,age,signup_date,last_login,country,city,purchase_amount,category,discount_code,rating,reviews_count,returned,is_free,days_since_signup,days_since_last_login,is_active_user,error_type,user_score
21943762-4746-45d4-8835-76538ca34ac7,Cecilia Papetti-Puccini,ppapafava@example.org,,2021-05-04,,IT,Melfi,"166,16",Home,,"5,0",,False,False,1787,,False,age_invalid,
58090a1d-d4c7-4cc4-bf2a-5ce7a33cba0f,Nico Boaga,siffredisilvestro@example.com,,2021-11-24,2025-05-03,,Pietrasecca,"114,13",Fashion,Wg21,"4,0",,,False,1583,"327,0",False,age_invalid,"32,35960639345677"
860f04a8-0c93-43a4-9d22-4809bc93de23,Rita Gottardi,michela59@example.com,64,2023-06-13,,IT,Villaggio San Marco,"465,45",Tech,LV58,,,,False,1017,,False,rating_invalid,
9635240b-c641-46b7-b24b-f9a40bdac5b3,Valerio Meucci,npolani@example.com,,2023-09-01,,,Monigo,"0,0",Tech,Qk78,,985,,True,937,,False,age_invalid;rating_invalid,
89c78109-1734-461b-9d29-0baf5dcda1d1,Ernesto Gozzano,vvecoli,,2024-02-21,,,Montecorvino Pugliano,"145,67",Fashion,,"5,0",300,,False,764,,False,age_invalid;email_invalid,
5f659626-0276-4348-b7b9-5cee95548450,Pietro Duse,finottogioffre@example.net,56,2023-05-17,,IT,Porto Santa Margherita,"322,93",Fashion,lD57,"3,0",,True,False,1044,,False,,
6c42e1a0-a6b3-4154-bfb5-28d548bd9d09,Zaira Argentero,lvarano,,2022-08-26,,IT,Borgo La Loggia,"225,81",Fashion,,"2,0",1000,False,False,1308,,False,age_invalid;email_invalid,
64d6f439-9b28-4ae0-b88a-c35a7684163e,Fernanda Stucchi-Pignatti,veltroniromolo@example.net,54,2021-03-27,,IT,Caposotto,"227,24",Home,Hm77,"5,0",,False,False,1825,,False,,
d96c6352-3303-48f1-ae64-ea6c75442824,Alderano Gangemi,iboccherini,,2025-01-24,,IT,San Marco Dei Cavoti,"412,75",Tech,,"4,0",,False,False,426,,False,age_invalid;email_invalid,
7d4bb9c2-1444-4968-bfb5-a7e011b59d83,Francesca Navone,calogerojilani@example.org,,2024-07-28,,IT,Piticchio,"52,06",Fashion,KN24,,,True,False,606,,False,age_invalid;rating_invalid,
f4d3ea9c-7255-4662-be58-0846b8c8c3b8,Paoletta Druso,camuccinigilberto@example.com,,2022-11-06,,IT,Manfredonia,"42,38",Fashion,,,,True,False,1236,,False,age_invalid;rating_invalid,
6b9deb43-6987-4149-86f7-5ad13db2639f,Fabio Tassoni-Proietti,gaitosaverio@example.com,,2023-09-11,,IT,Mozzate,"355,84",Home,qL76,"1,0",,False,False,927,,False,age_invalid,
e3eeea6d-86eb-4767-b8a4-87a94eec136b,Dott. Goffredo Rosselli,armelliniviridiana@example.net,,2023-02-27,,IT,Cerveno,"38,55",,Qh20,"2,0",,False,False,1123,,False,age_invalid,
2873b744-4957-4666-870a-09cb92d3bbb1,Dott. Alfio Galvani,canalilaura@example.org,,2023-06-18,,IT,Furtei,"50,16",Tech,,"1,0",881,False,False,1012,,False,age_invalid,
5ef2cecf-e397-45de-86dc-ce89c66e42c0,Loredana Bergoglio-Vento,berlusconilisa@example.org,31,2021-07-12,,IT,Roccaforte Del Greco,"247,59",Fashion,jF78,"2,0",,True,False,1718,,False,,
74f34f04-3282-44b7-b276-5ef4732d79af,Ornella Maggioli,ermenegildo03@example.org,,2025-03-08,,IT,Nus,"249,88",Home,,,351,False,False,383,,False,age_invalid;rating_invalid,
f60ee5e3-d5ce-4824-8aa3-2dd1e2fb9b51,Paola Mazzi,margheritaasmundo@example.org,,2025-04-15,,,Vaggio,"0,0",Tech,,"1,0",433,,True,345,,False,age_invalid,
badf0d74-aa97-4fda-bd94-5ee9fa88b7f7,Chiara Tarantino,barcacciamichelotto@example.org,,2022-05-05,,IT,Rocchetta Ligure,"488,67",Home,,"5,0",,,False,1421,,False,age_invalid,
42e4cbe1-4d2a-4605-849d-cbb558a3347a,Nico Carriera-Marzorati,raffaello31@example.net,,2024-07-30,2024-08-02,IT,Rocca Grimalda,"0,0",,,"3,0",645,False,True,604,"601,0",False,age_invalid,"34,02458471760797"
594ed1d4-c26e-41ea-afb6-050a9d29173d,Angelica Pizzamano-Ferrara,dlonghena@example.org,37,2024-10-29,,IT,Santeramo In Colle,"465,11",,,,,True,False,513,,False,rating_invalid,
39c33faa-49c9-4421-8192-bc7292019293,Lidia Giulietti,soranzolina@example.org,,2022-08-18,2024-08-26,IT,Rovereto Ferrarese,"497,09",Tech,HJ38,"4,0",,,False,1316,"577,0",False,age_invalid,"62,89934396063763"
8c8019db-8c4f-4a58-b399-345407b29bc4,Dott. Salvi Tonisto,eraldopapafava@example.org,47,2025-02-15,,,Tegoleto,"150,54",Tech,,"4,0",114,False,False,404,,False,,
33a46d28-24bf-4543-a61e-33bff5ace360,Fabio Guidone,torquato34@example.com,,2023-05-28,,,Pichl,"454,36",,,,,,False,1033,,False,age_invalid;rating_invalid,
a1522072-722c-4ecf-b39f-2cd0f9e80b53,Uberto Virgilio,gianfrancoravaglioli@example.org,,2022-03-09,,,Barme,"248,9",Tech,,"1,0",,False,False,1478,,False,age_invalid,
2bd44d99-340e-4a55-80dc-fafd0de62e0c,Valeria Trevisan,isacattaneo@example.net,,2025-11-30,,IT,San Giovanni Di Zambrone,"250,58",Tech,,"4,0",,True,False,116,,False,age_invalid,
ab43fcf9-f7b0-4053-891d-91469fafd8ad,Dott. Annalisa Magrassi,scottiatenulf@example.net,56,2025-12-05,,,Cologne,"63,45",Home,,"3,0",,True,False,111,,False,,
66e534de-2837-4471-b551-a9641c42c07a,Melania Cocci,concettaginesio@example.net,,2024-09-06,,IT,Sessame,"147,63",Fashion,,"2,0",,False,False,566,,False,age_invalid,
3ee7f932-73c5-4900-8680-3c4d239196c4,Alfredo Segr-Boitani,monica26,69,2023-09-24,,IT,Molina Di Quosa,"440,82",Home,hA98,"5,0",632,True,False,914,,False,email_invalid,
90926991-63c4-4358-92d6-2bc328577004,Germana Castellitto,zoppettorossana@example.org,,2025-06-22,,IT,Nuraxi Figus,"108,51",Tech,,"1,0",31,False,False,277,,False,age_invalid,
b8267a85-210e-4e1f-9669-b5a14ea4d08b,Gemma Raurica,giulioguicciardini@example.net,,2021-06-06,2025-12-01,IT,Valestra,"169,07",,PN96,"5,0",349,True,False,1754,"115,0",False,age_invalid,"46,15296330883301"
292d97b8-9c5e-4117-a220-ef31c81118dd,Francesco Riccati-Grassi,patriziaspinelli@example.com,,2025-04-17,,IT,Sailetto,"433,58",Fashion,,"1,0",,False,False,343,,False,age_invalid,
25fb61d8-526d-4e96-b816-dcedcd26b701,Luigina Adinolfi,achilleudinese,,2024-12-09,,IT,Venasca,"354,44",Fashion,,"3,0",,True,False,472,,False,age_invalid;email_invalid,
6863645a-7350-4609-86b5-babd5916264b,Costanzo Salgari,ubertosaraceno,69,2025-07-11,,IT,Scapoli,"306,67",Fashion,,"5,0",,False,False,258,,False,email_invalid,
451ff712-dc9a-41e8-b045-f51aa03d2116,Sig.ra Barbara Carosone,amalia57@example.org,61,2023-04-22,,IT,Musigliano,"82,09",Tech,,,,False,False,1069,,False,rating_invalid,
70ddcff6-22f2-4714-b431-f52a712a50ea,Nina Tornatore,romeogabbana@example.org,,2022-05-01,,IT,Carona,"0,0",Tech,mX73,"4,0",,False,True,1425,,False,age_invalid,
caf6db69-48b3-4472-a78d-2ec3413b53b3,Stefano Franceschi,tognazziilaria@example.org,77,2025-08-11,,IT,Oleggio Castello,"315,44",Tech,ky35,"2,0",,,False,227,,False,,
55e5709e-b492-407a-bc52-4bc1dc262f3d,Rosa Dibiasi,loredanagaluppi@example.net,,2026-01-18,,,SantAngelo Muxaro,"0,0",Tech,,"3,0",,True,True,67,,False,age_invalid,
03cc8fe5-aa55-4a73-94d6-85efc9c6d2f4,Gianni Alfonsi,mercantinigioacchino@example.net,,2022-07-27,2022-08-26,IT,Villa Romagnoli,"14,58",Home,,"5,0",,,False,1338,"1308,0",False,age_invalid,"26,223765633730228"
6f3bbe7e-d9ca-4561-a031-e3926d88a974,Alessia Iacobucci,jstucchi@example.net,33,2022-05-15,,IT,Bollate,"208,56",Tech,GP98,"5,0",,False,False,1411,,False,,
f7cca74f-b49c-4b13-8606-fe238144545b,Raffaellino Ponti,savorgnanazeglio@example.com,48,2021-05-06,,IT,Piancaldoli,"179,59",Fashion,,"3,0",,,False,1785,,False,,
5ebb4912-862a-446b-bd13-19ad756419dd,Piergiorgio Rizzo,briccialdialfio@example.net,,2022-08-11,2025-01-19,IT,Bulliana,"487,53",Tech,,"1,0",517,False,False,1323,"431,0",False,age_invalid,"66,51835139552819"
a8a85792-d1ef-43d0-850b-d6cdf3bd8d97,Pierluigi Togliatti,margheritamaderna@example.org,,2024-06-27,,IT,Erba,"416,67",Tech,,"2,0",,False,False,637,,False,age_invalid,
e9f84987-bfab-4aec-aa54-7d8e6be0f340,Damiano Gussoni,amaliatamburello,,2022-09-03,,IT,Lammari,"167,0",Fashion,,"5,0",,,False,1300,,False,age_invalid;email_invalid,
e6967d87-bfd9-497c-acea-d9214553ee9e,Dott. Romina Carducci,odescalchifranco@example.net,,2024-03-04,,IT,Piane Di Falerone,"449,73",Home,,"1,0",270,True,False,752,,False,age_invalid,
b4af1c71-a408-4b61-9bff-68ea9161f2d8,Dolores Monduzzi-Canevascini,ugocarnera,,2023-05-26,2023-12-03,IT,Selino Basso,"158,35",Home,PQ23,"2,0",,False,False,1035,"844,0",False,age_invalid;email_invalid,"31,757517522057242"
92ac8645-63a5-41a5-821f-a3ca5b3a0e75,Livio Argan,carmelo75@example.org,42,2024-10-09,,,San Chiaffredo,"401,24",Tech,dT81,"5,0",,False,False,533,,False,,
537d8392-44c4-4cea-b0b5-ab7e3699f185,Lilla Parmitano,gaetano86@example.com,,2021-06-21,2025-05-10,IT,Castellar Guidobono,"0,0",Tech,DX95,"1,0",,,True,1739,"320,0",False,age_invalid,"17,23364485981308"
efa7fd07-d582-4b68-bb2f-d8fdda4eca0c,Sig. Tonino Agnesi,monisto@example.net,,2022-01-30,,IT,Filare,"436,83",Fashion,Oi70,"1,0",,False,False,1516,,False,age_invalid,
a66ca606-4500-46ab-b1ca-8b891fcd4821,Morena Saffi,pasqualeamato@example.com,,2022-01-22,,IT,Fontana Liri,"292,17",Tech,QA73,"3,0",,True,False,1524,,False,age_invalid,
13e1cb00-baaa-4ed4-870f-ffc0cd448d93,Antonino Mercati,nzarlino@example.net,,2021-12-19,2024-01-15,IT,Ponte Di Savignone,"0,0",Home,Qc21,"1,0",,,True,1558,"801,0",False,age_invalid,"17,093516209476313"
40a97292-62aa-45c1-887c-adf08df4d120,Annunziata Pisani,bompianiermenegildo@example.org,,2022-03-04,,,Torrita Di Siena,"0,0",Home,,"3,0",,,True,1483,,False,age_invalid,
b0c7ba64-dac5-47f6-ad35-9c9ff7656154,Dott. Gianluca Bell,azeglio90@example.com,,2023-10-17,,IT,Levico Terme,"37,43",Fashion,,"4,0",,False,False,891,,False,age_invalid,
c933e82d-4e70-444a-b54e-efc30b6002c4,Alfio Trombetta,griselda74@example.net,,2026-02-03,,IT,San Martino Al Tagliamento,"341,4",Tech,,"2,0",745,True,False,51,,False,age_invalid,
bd98133c-d83f-450b-99fa-b128a48a8860,Giorgio Faranda,berenicelerner,32,2025-01-21,,IT,Piano Porlezza,"406,19",Home,ck78,,801,False,False,429,,False,email_invalid;rating_invalid,
f4f82072-c62d-4175-91ff-4b46ef6443bd,Aria Mazzeo,iolandacontrafatto@example.org,,2026-03-13,,IT,Losson Della Battaglia,"106,4",,jn53,"4,0",665,True,False,13,,False,age_invalid,
7a04ebaf-33a0-41a3-97b2-524cb1a021b5,Sig.ra Carla Monteverdi,baggiofedele@example.net,,2024-10-02,,IT,Mondavio,"438,69",Tech,,"1,0",,,False,540,,False,age_invalid,
0f61bba1-9e78-44b5-a97c-fda33ab9ce6d,Sig. Torquato Boccaccio,hvergerio@example.com,,2023-12-20,,IT,San Leonardello,"491,03",Tech,,,,False,False,827,,False,age_invalid;rating_invalid,
4c332806-0b20-44c9-8dcd-4adbde109885,Danilo Napolitano,lercarigiampiero@example.net,,2024-10-10,,IT,Pallagorio,"376,73",Home,,"2,0",,,False,532,,False,age_invalid,
94f85840-e36b-48ba-92e2-f5c6c13f7faa,Vanessa Curiel,arocca@example.com,23,2024-06-08,,IT,Cortazzone,"265,1",Home,Rg36,"5,0",,,False,656,,False,,
a96ee014-7f71-4947-a0d3-42e9db438654,Cirillo Vigliotti-Gozzi,lettaimelda@example.com,,2023-04-08,,IT,Cerasi,"148,81",Fashion,YK25,,,False,False,1083,,False,age_invalid;rating_invalid,
f8ff2d0c-9c6f-4ff1-9948-7112bb736072,Dott. Achille Cuzzocrea,puglieseelena@example.com,,2025-05-18,,IT,Bernareggio,"205,58",Tech,,"3,0",100,,False,312,,False,age_invalid,
ddb8f13a-32ae-4329-ad00-013b8aae0c20,Gloria Scalfaro,giuliaziani@example.org,,2025-11-02,,IT,Arlena Di Castro,"250,41",Tech,VF66,"3,0",,True,False,144,,False,age_invalid,
9aa9f8ee-8644-47f9-a7a9-2930db03ef7d,Lorenzo Parpinel,zaira49@example.org,,2022-01-03,2023-02-19,,Rabla,"351,67",Fashion,,"5,0",,,False,1543,"1131,0",False,age_invalid,"53,20154253424817"
e4b6fb60-02e9-484c-b81e-b50b620767e3,Luciano Bruno,bruno88@example.com,,2021-06-13,2025-04-26,IT,Spiazzi,"39,61",Tech,,"1,0",,True,False,1747,"334,0",False,age_invalid,"20,39287073642329"
33caec74-a84c-4238-87d6-4a3dbcb00930,Carlo Monicelli,modugnoantonia@example.net,,2022-01-06,2025-12-05,IT,Casalincontrada,"347,91",Fashion,BW33,"5,0",,False,False,1540,"111,0",False,age_invalid,"53,504112925346945"
c08f84dc-0b00-4a23-a69c-3b36290a67f8,Caterina Emanuelli,claudiovercelloni@example.net,,2026-01-21,,IT,Curtarolo,"174,93",Home,,,,,False,64,,False,age_invalid;rating_invalid,
e5d472f5-9249-49d1-9826-e35ef036f5fd,Sig.ra Vittoria Granatelli,costalongabaldassare@example.net,,2022-02-06,,IT,Mandolossa Di Brescia,"92,98",Home,,"5,0",744,False,False,1509,,False,age_invalid,
ec73cfcd-07dd-4346-bea5-b09db7db5a26,Gabriele Tolentino,tiziano91@example.org,,2024-07-11,,IT,Sieci,"360,95",Tech,,"4,0",,,False,623,,False,age_invalid,
a7ab4b9f-68a0-471e-b364-5fc6d36f0c34,Pompeo Mazzini,bonannovirgilio@example.com,,2023-09-10,,IT,Felizzano,"262,9",Home,,,821,False,False,928,,False,age_invalid;rating_invalid,
c8d27e65-d46d-4b46-bcb7-259c83017934,Adelmo Dossetti-Barese,barbara82@example.net,,2024-07-18,,IT,Bellamonte,"0,0",,,"3,0",,True,True,616,,False,age_invalid,
6bcadcf3-4de6-4059-a706-e4d7e7e74049,Fabia Bixio,ritagozzi@example.net,71,2023-05-12,,IT,Villimpenta,"296,31",Home,Qf57,,467,False,False,1049,,False,rating_invalid,
9b3577c0-f75a-4d7e-a28b-0a309b773246,Giulio Zetticci-Doglioni,giancarlocaironi@example.com,,2023-02-12,,IT,Semiana,"482,58",Fashion,bY98,"5,0",883,False,False,1138,,False,age_invalid,
bf0fdfb3-1eae-482b-b1c7-87df6f7b4908,Ludovica Ammaniti,berenice56@example.org,20,2025-02-16,,IT,Fontana Pradosa,"365,54",,Lm24,"1,0",,False,False,403,,False,,
bb6e0c88-7afa-4883-953b-40c6c6b718e4,Donna Leopardi-Lattuada,marisabianchini@example.org,,2023-01-21,,IT,Noventa Di Piave,"290,06",Home,,"2,0",,False,False,1160,,False,age_invalid,
c8d9a402-7836-4095-ad0c-fc554cb33347,Dott. Monica Nolcini,antonialonghena@example.net,,2022-07-22,,IT,Colli Di Suso,"133,64",Fashion,,"5,0",,False,False,1343,,False,age_invalid,
29eeb228-1604-4e97-afd8-9b4f8097dcdd,Ramona Crisafulli,donatellacabibbo,77,2025-02-24,,IT,Isnello,"496,44",Home,,"4,0",287,False,False,395,,False,email_invalid,
36a01d4f-9ef1-4b4a-87e4-48af3ee59892,Dott. Filippo Faggiani,barsantitoni@example.com,,2023-08-15,,IT,Calbola,"264,09",Fashion,HU17,"1,0",276,False,False,954,,False,age_invalid,
a6827194-f97f-4074-91d4-7138f09b5d93,Elladio Merisi,bettincecilia,47,2022-06-14,,IT,Casaluce,"427,32",,,"2,0",155,False,False,1381,,False,email_invalid,
cbb2cda8-c6cb-4de1-bd37-465a018631cc,Dott. Achille Bonatti,sabbatinimirco@example.org,,2022-01-21,,IT,Rocca Sinibalda,"152,9",Home,,"5,0",,True,False,1525,,False,age_invalid,
03cfbefa-0716-4f4e-b6d8-4632592c4013,Rosina Stradivari,rmanzoni@example.com,72,2025-11-12,,IT,Pusiano,"112,5",Tech,,"4,0",766,False,False,134,,False,,
1d1ebd75-f22c-4069-ab96-90eb66df8fc8,Priscilla Inzaghi-Ariasso,curielannibale,,2022-09-30,2024-07-03,IT,Borso Del Grappa,"355,57",,,"3,0",,True,False,1273,"631,0",False,age_invalid;email_invalid,"49,565977724486245"
d2da9fcf-8fb1-4283-af95-a76811efa32a,Gino Botta,dspinola@example.org,,2021-04-09,2024-04-13,,Benevento,"0,0",Fashion,,"5,0",622,,True,1812,"712,0",False,age_invalid,"37,545189340813465"
ff459e5f-5d63-41fb-beed-e59af7b94ce3,Telemaco Mazzacurati,martasauro@example.org,,2022-04-15,2025-02-23,IT,Lettopalena,"351,67",Tech,LE18,"5,0",,,False,1441,"396,0",False,age_invalid,"53,32420499386134"
deb90727-43c2-4520-a823-c03555a6f938,Marisa Marini,salgariloredana@example.org,,2023-11-21,2024-11-03,,Carlazzo,"385,19",Tech,Ry11,"3,0",787,False,False,856,"508,0",False,age_invalid,"67,70439676360935"
35e11e9d-8299-48c2-ac66-2f9207d83946,Dott. Delfino Mozart,ubaldo56@example.com,,2021-05-06,,IT,Timparello Di Luzzi,"447,31",Tech,,"1,0",,True,False,1785,,False,age_invalid,
d57020c0-dbe6-42b4-a070-0e9e0f059db6,Carmelo Pascarella,amanda19@example.net,,2025-05-30,,IT,Curtarolo,"313,79",Fashion,,"5,0",813,True,False,300,,False,age_invalid,
f553e930-756f-43d7-99fa-0ae7bb6d452d,Ludovico Crispi,gloriagentileschi@example.org,,2021-06-15,,,Dossena,"349,83",,Eg22,"2,0",878,False,False,1745,,False,age_invalid,
1a1923c8-41a9-4c13-b9cf-2fd91edcb191,Clelia Mastroianni,flavio95@example.org,,2023-09-07,,IT,Fognano Di Montale,"380,82",Tech,,"2,0",,False,False,931,,False,age_invalid,
3624937f-5054-4fce-93b9-f232108c3e07,Antonello Fantoni,marcantonio83@example.net,,2021-04-20,,,Talmassons,"449,62",Tech,vV90,"3,0",,False,False,1801,,False,age_invalid,
9a4e1abe-bb64-426a-8c66-e2c3573bdd49,Sig.ra Bianca Gagliardi,calcedoniocibin,,2023-02-21,,IT,St. NikolausKaltern,"244,6",Tech,,"1,0",,False,False,1129,,False,age_invalid;email_invalid,
7f2938ab-30d0-41ba-82bd-d4be61c55450,Dott. Luigina Dossetti,leonelando,,2024-12-26,,IT,Calatafimi Segesta,"216,45",Fashion,,"4,0",,False,False,455,,False,age_invalid;email_invalid,
f0438e0c-ca3f-4be2-8358-b9a8be36f8d8,Sig. Amleto Curiel,fredo21@example.net,40,2024-01-16,,IT,San Giuseppe Di Comacchio,"0,0",Tech,ID12,,,,True,800,,False,rating_invalid,
f891e586-45b6-4b03-b9ba-bc9e5f875595,Coriolano Pontecorvo,dpasqua@example.org,,2022-08-29,,IT,Santo Stefano Di Magra,"396,8",Tech,,"1,0",400,,False,1305,,False,age_invalid,
c758b431-b98f-46a5-aecc-8eccc4033666,Sabatino Bruno,cristinamoretti@example.org,,2023-09-06,2025-12-27,IT,Romeno,"0,0",Tech,,"5,0",943,,True,932,"89,0",False,age_invalid,"44,69333333333333"
50a5a22f-a51e-46f2-9544-a4b8064578c9,Annibale Lerner,gianfranco29@example.org,,2024-06-13,,IT,Bocconi,"132,58",Fashion,,"5,0",422,True,False,651,,False,age_invalid,
6700b1e3-0dee-442a-a4fe-6985e6ba6750,Rosario Caetani,gianluigigrassi@example.com,,2021-04-23,,IT,Latina,"50,62",Fashion,Zo80,"3,0",23,False,False,1798,,False,age_invalid,
5524c7e7-f7ba-4eac-9049-d9d65c17972a,Sig. Fiorino Santoro,qchiappetta@example.net,,2022-02-27,,IT,Isola Maggiore,"38,41",Tech,,"5,0",,False,False,1488,,False,age_invalid,
090d47c3-4388-48f8-a60b-f291e1c691e3,Sig.ra Giuseppina Bassi,francescopininfarina@example.com,,2023-04-03,,IT,Pavone DAlessandria,"14,57",Home,,"2,0",,,False,1088,,False,age_invalid,
b41400f8-64b2-450d-b518-8939147581ac,Allegra Bragaglia,tullioturci@example.com,,2025-04-11,,IT,Campo Tartano,"376,27",Home,RU73,"3,0",569,,False,349,,False,age_invalid,
8129a452-4694-4201-8d71-548ac2308b55,Gilberto Zeffirelli-Balotelli,pinaborromeo@example.org,,2022-04-05,2024-12-09,IT,Ostana,"90,23",Fashion,jB68,"1,0",,,False,1451,"472,0",False,age_invalid,"24,377395497852493"
5718e50b-1278-44a8-825a-002aaf19f453,Diana Mercalli,ybaroffio@example.org,24,2025-10-23,,IT,Sulmona,"129,7",Fashion,,"3,0",248,False,False,154,,False,,
7e270358-1947-4fda-9d7b-7ebc9ff296cb,Dina Ginesio-Tosi,elisabarillaro,36,2024-02-16,,IT,Due Cossani,"34,32",Tech,ud14,"1,0",,False,False,769,,False,email_invalid,
851e83c4-b7eb-47de-a24e-638b19c96b09,Carmelo Capone,corrergianfrancesco@example.com,,2023-04-02,2024-06-12,IT,Selvino,"342,39",Home,,,,,False,1089,"652,0",False,age_invalid;rating_invalid,"42,50769808822527"
af3932f9-2095-46ab-8c71-dd5192a2944e,Gabriella Alfieri,scottialdo@example.com,79,2022-07-05,2022-12-12,IT,Selbagnone,"410,86",Home,,"1,0",,False,False,1360,"1200,0",False,,"49,93322020636809"
a773bb29-7f56-41da-8c1a-c636bbd7a862,Barbara Petrucci,gloria98@example.net,53,2022-10-30,,IT,Storo,"379,69",Tech,,"2,0",,True,False,1243,,False,,
3928ec4d-cac5-4f2c-b703-010b6ea9d6a6,Sophia Trincavelli,azeglio91@example.org,,2023-11-17,,IT,Istrago,"0,0",Home,,"1,0",,True,True,860,,False,age_invalid,
140d51c5-619e-493d-b4bf-d393ba0cc139,Maria Platini,vecolivictoria@example.com,,2021-05-16,,IT,Larido,"377,9",Tech,GH46,"4,0",,,False,1775,,False,age_invalid,
c4af4a30-ad94-4250-82ee-26f849679ca8,Lara Fieramosca,lamberto12@example.com,,2021-05-16,,IT,Tramin,"234,26",Tech,,"5,0",,True,False,1775,,False,age_invalid,
3cbc52f2-ed6f-4f63-8117-7ebfcc13e3b4,Sylvia Riccati,cboccioni@example.com,,2022-08-25,,IT,Pastenelle,"159,11",Home,xl47,"5,0",,,False,1309,,False,age_invalid,
3a4dc834-db8a-46fa-9080-56cb17e1ab0b,Lilla Micheletti,ludovico92@example.net,,2023-01-10,,IT,Mergo,"80,9",Home,dZ29,"4,0",629,True,False,1171,,False,age_invalid,
0941acb9-ede7-44ef-abb6-bb00957696fe,Gustavo Scaramucci,piero76@example.com,37,2024-12-30,,IT,Vigonovo,"376,09",Tech,CE27,"5,0",,False,False,451,,False,,
